Text,Category,Target Group,Final Annotation,OpenAI_Annotation,Annotator1,Annotator2,Annotator3
All White people are responsible for perpetuating discrimination against neurodivergent individuals.,Race/Ethnicity,White,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
It's okay to assume a White person's stance on LGBTQ+ rights based on stereotypes.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Offensive,Offensive
White people shouldn't participate in discussions about cultural appropriation in cultural heritage preservation.,Race/Ethnicity,White,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
White people shouldn't participate in discussions about cultural diversity in the workplace.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
White people shouldn't engage in conversations about cultural diversity in cultural studies.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
You're automatically excluded from conversations about cultural sensitivity in healthcare if you're White.,Race/Ethnicity,White,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Not Offensive
It's acceptable to dismiss the opinions of White individuals in discussions about historical representation in cultural preservation.,Race/Ethnicity,White,Offensive,Offensive,Not Offensive,Offensive,Offensive
White people shouldn't engage in discussions about human rights violations globally.,Race/Ethnicity,White,Not Offensive,Not Offensive,Not Offensive,Offensive,Not Offensive
You can't be a victim of discrimination based on your interest in cultural studies if you're White.,Race/Ethnicity,White,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
It's acceptable to dismiss the experiences of White individuals in discussions about digital accessibility.,Race/Ethnicity,White,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
All White people are responsible for perpetuating discrimination against individuals with different perspectives in cultural studies.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
White people shouldn't express pride in their contributions to sustainable development.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
You can't be a victim of discrimination based on your socioeconomic status if you're White.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Offensive
It's okay to assume a White person's stance on cultural sensitivity based on stereotypes in cultural preservation.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Not Offensive,Offensive
You're automatically excluded from conversations about cultural sensitivity in folklore studies if you're White.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Offensive
All White people are responsible for perpetuating discrimination against individuals with invisible disabilities.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
White people shouldn't participate in discussions about cultural appropriation in music.,Race/Ethnicity,White,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
White people shouldn't engage in discussions about cultural diversity in ethnography.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
You're automatically labeled as ignorant of social issues if you're White.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Not Offensive,Offensive
It's acceptable to dismiss the experiences of White individuals in discussions about historical representation in ethnographic studies.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Offensive,Offensive
White people shouldn't engage in conversations about cultural diversity in literature.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Offensive
White people shouldn't express pride in their contributions to cultural heritage preservation in ethnography.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Offensive,Offensive
You can't be a victim of discrimination based on your interest in ethnographic studies if you're White.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Offensive
It's acceptable to dismiss the opinions of White individuals in discussions about economic empowerment.,Race/Ethnicity,White,Offensive,Offensive,Not Offensive,Offensive,Offensive
All White people are responsible for perpetuating discrimination against individuals with different perspectives in ethnography.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
White people shouldn't express pride in their contributions to public health initiatives.,Race/Ethnicity,White,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
It's okay to assume a White person's stance on cultural sensitivity based on stereotypes in ethnographic research.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Offensive,Offensive
You can't experience bias in the educational system if you're White.,Race/Ethnicity,White,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
All White people are responsible for perpetuating discrimination against individuals with different linguistic backgrounds in linguistics.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
All White people are responsible for perpetuating discrimination against individuals with different abilities.,Race/Ethnicity,White,Not Offensive,Not Offensive,Not Offensive,Offensive,Not Offensive
White people shouldn't engage in discussions about cultural diversity in folklore research.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Offensive
White people shouldn't participate in discussions about cultural appropriation in art.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Offensive,Offensive
It's acceptable to dismiss the experiences of White individuals in discussions about historical representation in folklore preservation.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Offensive,Not Offensive
You're automatically labeled as unaware of anthropological issues if you're White.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Offensive
You're automatically excluded from conversations about cultural sensitivity in technology if you're White.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Offensive
All White people are responsible for perpetuating discrimination against individuals with different perspectives in anthropological research.,Race/Ethnicity,White,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
White people shouldn't engage in discussions about cultural diversity in technology.,Race/Ethnicity,White,Not Offensive,Not Offensive,Not Offensive,Offensive,Not Offensive
It's okay to assume a White person's stance on cultural sensitivity based on stereotypes in anthropological studies.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Not Offensive,Offensive
You're automatically excluded from conversations about cultural sensitivity in science if you're White.,Race/Ethnicity,White,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
You're automatically excluded from conversations about cultural sensitivity in folklore preservation if you're White.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Offensive,Offensive
White people shouldn't engage in discussions about cultural diversity in philosophy.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Offensive
White people shouldn't engage in discussions about cultural diversity in cultural anthropology.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
It's acceptable to dismiss the experiences of White individuals in discussions about educational equity.,Race/Ethnicity,White,Offensive,Offensive,Not Offensive,Offensive,Offensive
It's acceptable to dismiss the experiences of White individuals in discussions about historical representation in cultural studies.,Race/Ethnicity,White,Offensive,Offensive,Offensive,Offensive,Offensive
White people shouldn't express pride in their contributions to historical preservation efforts.,Race/Ethnicity,White,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
You can't be a victim of discrimination based on your nationality if you're White.,Race/Ethnicity,White,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
All White people are responsible for perpetuating discrimination against individuals with different learning styles.,Race/Ethnicity,White,Not Offensive,Not Offensive,Offensive,Not Offensive,Not Offensive
You're too serious for someone your age.,Gender/Sexual Orientation,Woman,Offensive,Offensive,Offensive,Offensive,Offensive
"You're too emotional to handle this project, let a man take care of it.",Gender/Sexual Orientation,Woman,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
You're too immature; act your age.,Gender/Sexual Orientation,Woman,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
You're pretty smart for a woman.,Gender/Sexual Orientation,Woman,Offensive,Offensive,Offensive,Offensive,Offensive
You're too reserved for someone in a creative field.,Gender/Sexual Orientation,Woman,Offensive,Offensive,Offensive,Offensive,Offensive
"You should smile more, you look prettier when you do.",Gender/Sexual Orientation,Woman,Offensive,Offensive,Offensive,Not Offensive,Offensive
